level,doc_type,file,producer,printed_date,file_creation_date,gap_days
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_088_L1_producer_spoof_0000.pdf,Oracle BI Publisher 12.2.1,2026-05-02,2026-11-03,185
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_777_L1_producer_spoof_0001.pdf,HRDesk Document Server 3.3.1,2025-08-09,2026-04-02,236
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_662_L1_producer_spoof_0002.pdf,JasperReports 6.20,2026-07-18,2027-01-19,185
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_812_L1_producer_spoof_0003.pdf,NimbusERP PDF Engine 4.2.7,2026-05-25,2026-08-16,83
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_227_L1_producer_spoof_0004.pdf,Oracle BI Publisher 12.2.1,2026-04-10,2026-12-03,237
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_314_L1_producer_spoof_0005.pdf,MediSys LIS Report Writer 8.1.0,2026-07-23,2027-01-20,181
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_544_L1_producer_spoof_0006.pdf,MediSys LIS Report Writer 8.1.0,2025-09-13,2026-02-28,168
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_564_L1_producer_spoof_0007.pdf,MediSys LIS Report Writer 8.1.0,2025-09-16,2026-02-13,150
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_465_L1_producer_spoof_0008.pdf,MediSys LIS Report Writer 8.1.0,2026-01-06,2026-05-24,138
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_237_L1_producer_spoof_0009.pdf,NimbusERP PDF Engine 4.2.7,2025-11-29,2026-07-31,244
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_324_L1_producer_spoof_0010.pdf,iText 7.2.5,2026-03-11,2026-11-21,255
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_190_L1_producer_spoof_0011.pdf,HRDesk Document Server 3.3.1,2026-04-05,2026-07-29,115
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_496_L1_producer_spoof_0012.pdf,MediSys LIS Report Writer 8.1.0,2025-09-25,2026-05-28,245
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_779_L1_producer_spoof_0013.pdf,iText 7.2.5,2026-02-17,2026-09-17,212
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_103_L1_producer_spoof_0014.pdf,HRDesk Document Server 3.3.1,2026-01-17,2026-06-01,135
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_370_L1_producer_spoof_0015.pdf,NimbusERP PDF Engine 4.2.7,2025-08-30,2026-04-28,241
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_130_L1_producer_spoof_0016.pdf,MediSys LIS Report Writer 8.1.0,2025-08-18,2025-10-28,71
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_567_L1_producer_spoof_0017.pdf,HRDesk Document Server 3.3.1,2026-05-11,2026-12-20,223
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_106_L1_producer_spoof_0018.pdf,NimbusERP PDF Engine 4.2.7,2025-10-27,2026-05-21,206
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_481_L1_producer_spoof_0019.pdf,Oracle BI Publisher 12.2.1,2026-02-13,2026-08-04,172
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_189_L1_producer_spoof_0020.pdf,NimbusERP PDF Engine 4.2.7,2025-11-16,2026-03-20,124
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_117_L1_producer_spoof_0021.pdf,NimbusERP PDF Engine 4.2.7,2025-09-12,2026-02-21,162
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_076_L1_producer_spoof_0022.pdf,iText 7.2.5,2025-11-11,2026-06-20,221
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_055_L1_producer_spoof_0023.pdf,HRDesk Document Server 3.3.1,2025-10-16,2026-01-22,98
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_972_L1_producer_spoof_0024.pdf,MediSys LIS Report Writer 8.1.0,2025-12-03,2026-02-22,81
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_122_L1_producer_spoof_0025.pdf,Oracle BI Publisher 12.2.1,2026-01-31,2026-09-03,215
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_810_L1_producer_spoof_0026.pdf,iText 7.2.5,2026-02-27,2026-06-24,117
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_390_L1_producer_spoof_0027.pdf,Oracle BI Publisher 12.2.1,2026-05-08,2027-02-24,292
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_305_L1_producer_spoof_0028.pdf,iText 7.2.5,2026-07-05,2026-12-21,169
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_583_L1_producer_spoof_0029.pdf,iText 7.2.5,2025-10-07,2025-12-21,75
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_984_L1_producer_spoof_0030.pdf,JasperReports 6.20,2025-10-03,2025-12-27,85
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_641_L1_producer_spoof_0031.pdf,JasperReports 6.20,2026-06-26,2026-09-14,80
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_246_L1_producer_spoof_0032.pdf,NimbusERP PDF Engine 4.2.7,2026-03-27,2026-07-05,100
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_419_L1_producer_spoof_0033.pdf,iText 7.2.5,2025-09-18,2026-03-17,180
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_034_L1_producer_spoof_0034.pdf,HRDesk Document Server 3.3.1,2026-07-19,2026-11-29,133
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_290_L1_producer_spoof_0035.pdf,JasperReports 6.20,2025-09-13,2026-06-20,280
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_073_L1_producer_spoof_0036.pdf,JasperReports 6.20,2026-03-28,2026-07-25,119
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_807_L1_producer_spoof_0037.pdf,JasperReports 6.20,2025-10-17,2026-05-15,210
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_824_L1_producer_spoof_0038.pdf,HRDesk Document Server 3.3.1,2025-09-18,2026-03-05,168
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_558_L1_producer_spoof_0039.pdf,HRDesk Document Server 3.3.1,2026-07-28,2027-05-16,292
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_847_L1_producer_spoof_0040.pdf,HRDesk Document Server 3.3.1,2026-01-21,2026-04-09,78
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_170_L1_producer_spoof_0041.pdf,JasperReports 6.20,2025-08-26,2026-05-24,271
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_944_L1_producer_spoof_0042.pdf,MediSys LIS Report Writer 8.1.0,2025-08-02,2026-01-21,172
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_480_L1_producer_spoof_0043.pdf,JasperReports 6.20,2026-07-07,2026-12-17,163
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_513_L1_producer_spoof_0044.pdf,iText 7.2.5,2025-08-28,2026-03-02,186
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_083_L1_producer_spoof_0045.pdf,iText 7.2.5,2026-01-07,2026-03-18,70
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_753_L1_producer_spoof_0046.pdf,MediSys LIS Report Writer 8.1.0,2025-11-18,2026-06-20,214
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_027_L1_producer_spoof_0047.pdf,NimbusERP PDF Engine 4.2.7,2026-05-10,2026-09-05,118
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_857_L1_producer_spoof_0048.pdf,iText 7.2.5,2025-09-04,2026-04-02,210
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_784_L1_producer_spoof_0049.pdf,MediSys LIS Report Writer 8.1.0,2026-05-13,2026-12-06,207
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_782_L1_producer_spoof_0050.pdf,iText 7.2.5,2026-03-03,2026-10-15,226
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_939_L1_producer_spoof_0051.pdf,MediSys LIS Report Writer 8.1.0,2026-07-29,2026-11-12,106
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_447_L1_producer_spoof_0052.pdf,JasperReports 6.20,2025-12-22,2026-09-16,268
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_993_L1_producer_spoof_0053.pdf,NimbusERP PDF Engine 4.2.7,2025-11-16,2026-05-15,180
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_419_L1_producer_spoof_0054.pdf,MediSys LIS Report Writer 8.1.0,2026-01-02,2026-05-24,142
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_108_L1_producer_spoof_0055.pdf,HRDesk Document Server 3.3.1,2025-11-04,2026-03-28,144
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_711_L1_producer_spoof_0056.pdf,Oracle BI Publisher 12.2.1,2026-04-18,2026-08-29,133
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_968_L1_producer_spoof_0057.pdf,Oracle BI Publisher 12.2.1,2026-02-08,2026-11-03,268
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_038_L1_producer_spoof_0058.pdf,Oracle BI Publisher 12.2.1,2025-11-30,2026-02-20,82
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_259_L1_producer_spoof_0059.pdf,MediSys LIS Report Writer 8.1.0,2026-05-07,2026-08-04,89
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_886_L1_producer_spoof_0060.pdf,iText 7.2.5,2026-03-23,2026-12-19,271
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_674_L1_producer_spoof_0061.pdf,Oracle BI Publisher 12.2.1,2026-04-22,2026-07-04,73
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_531_L1_producer_spoof_0062.pdf,Oracle BI Publisher 12.2.1,2026-05-23,2026-12-29,220
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_779_L1_producer_spoof_0063.pdf,NimbusERP PDF Engine 4.2.7,2026-06-16,2026-10-06,112
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_563_L1_producer_spoof_0064.pdf,HRDesk Document Server 3.3.1,2025-10-18,2026-08-11,297
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_449_L1_producer_spoof_0065.pdf,JasperReports 6.20,2026-05-10,2026-11-10,184
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_030_L1_producer_spoof_0066.pdf,HRDesk Document Server 3.3.1,2025-08-20,2026-04-18,241
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_319_L1_producer_spoof_0067.pdf,iText 7.2.5,2025-08-30,2026-02-10,164
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_231_L1_producer_spoof_0068.pdf,NimbusERP PDF Engine 4.2.7,2025-09-09,2026-04-22,225
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_511_L1_producer_spoof_0069.pdf,iText 7.2.5,2025-11-08,2026-07-06,240
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_426_L1_producer_spoof_0070.pdf,Oracle BI Publisher 12.2.1,2025-11-10,2026-05-09,180
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_468_L1_producer_spoof_0071.pdf,Oracle BI Publisher 12.2.1,2026-02-03,2026-05-22,108
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_521_L1_producer_spoof_0072.pdf,JasperReports 6.20,2025-11-25,2026-09-06,285
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_885_L1_producer_spoof_0073.pdf,Oracle BI Publisher 12.2.1,2025-10-13,2026-03-09,147
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_274_L1_producer_spoof_0074.pdf,NimbusERP PDF Engine 4.2.7,2026-08-07,2026-12-17,132
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_306_L1_producer_spoof_0075.pdf,iText 7.2.5,2026-06-16,2027-01-10,208
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_502_L1_producer_spoof_0076.pdf,HRDesk Document Server 3.3.1,2025-12-07,2026-05-30,174
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_496_L1_producer_spoof_0077.pdf,MediSys LIS Report Writer 8.1.0,2025-09-25,2026-02-17,145
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_782_L1_producer_spoof_0078.pdf,iText 7.2.5,2025-08-20,2026-01-23,156
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_956_L1_producer_spoof_0079.pdf,MediSys LIS Report Writer 8.1.0,2026-06-09,2027-03-18,282
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_715_L1_producer_spoof_0080.pdf,Oracle BI Publisher 12.2.1,2025-11-14,2026-03-13,119
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_045_L1_producer_spoof_0081.pdf,MediSys LIS Report Writer 8.1.0,2025-10-14,2026-06-21,250
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_723_L1_producer_spoof_0082.pdf,Oracle BI Publisher 12.2.1,2026-07-20,2026-12-25,158
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_812_L1_producer_spoof_0083.pdf,JasperReports 6.20,2026-06-29,2026-10-05,98
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_988_L1_producer_spoof_0084.pdf,NimbusERP PDF Engine 4.2.7,2025-07-20,2025-10-20,92
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_989_L1_producer_spoof_0085.pdf,iText 7.2.5,2026-06-08,2026-10-30,144
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_896_L1_producer_spoof_0086.pdf,iText 7.2.5,2026-05-20,2027-03-09,293
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_016_L1_producer_spoof_0087.pdf,JasperReports 6.20,2025-12-04,2026-03-10,96
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_892_L1_producer_spoof_0088.pdf,JasperReports 6.20,2026-04-26,2026-08-03,99
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_481_L1_producer_spoof_0089.pdf,iText 7.2.5,2026-05-20,2027-01-12,237
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_666_L1_producer_spoof_0090.pdf,NimbusERP PDF Engine 4.2.7,2025-12-10,2026-09-14,278
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_873_L1_producer_spoof_0091.pdf,JasperReports 6.20,2026-02-18,2026-11-24,279
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_390_L1_producer_spoof_0092.pdf,MediSys LIS Report Writer 8.1.0,2026-05-08,2026-12-14,220
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_909_L1_producer_spoof_0093.pdf,Oracle BI Publisher 12.2.1,2026-05-10,2027-02-17,283
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_037_L1_producer_spoof_0094.pdf,iText 7.2.5,2025-08-04,2025-10-20,77
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_647_L1_producer_spoof_0095.pdf,HRDesk Document Server 3.3.1,2026-08-08,2027-04-16,251
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_445_L1_producer_spoof_0096.pdf,JasperReports 6.20,2025-12-27,2026-08-24,240
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_455_L1_producer_spoof_0097.pdf,MediSys LIS Report Writer 8.1.0,2025-12-12,2026-09-29,291
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_048_L1_producer_spoof_0098.pdf,NimbusERP PDF Engine 4.2.7,2026-01-06,2026-05-21,135
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_384_L1_producer_spoof_0099.pdf,Oracle BI Publisher 12.2.1,2025-07-19,2025-10-24,97
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_544_L1_producer_spoof_0100.pdf,JasperReports 6.20,2026-07-12,2027-03-31,262
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_175_L1_producer_spoof_0101.pdf,iText 7.2.5,2025-08-15,2026-05-24,282
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_635_L1_producer_spoof_0102.pdf,JasperReports 6.20,2025-12-04,2026-04-04,121
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_935_L1_producer_spoof_0103.pdf,iText 7.2.5,2026-04-18,2026-07-23,96
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_473_L1_producer_spoof_0104.pdf,Oracle BI Publisher 12.2.1,2025-08-26,2025-12-29,125
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_010_L1_producer_spoof_0105.pdf,Oracle BI Publisher 12.2.1,2026-03-01,2026-12-16,290
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_694_L1_producer_spoof_0106.pdf,iText 7.2.5,2025-12-20,2026-03-30,100
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_453_L1_producer_spoof_0107.pdf,MediSys LIS Report Writer 8.1.0,2026-04-06,2026-11-15,223
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_707_L1_producer_spoof_0108.pdf,MediSys LIS Report Writer 8.1.0,2026-05-17,2026-11-09,176
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_204_L1_producer_spoof_0109.pdf,Oracle BI Publisher 12.2.1,2026-01-24,2026-10-29,278
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_110_L1_producer_spoof_0110.pdf,HRDesk Document Server 3.3.1,2025-08-19,2026-01-23,157
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_368_L1_producer_spoof_0111.pdf,iText 7.2.5,2025-12-01,2026-04-15,135
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_303_L1_producer_spoof_0112.pdf,NimbusERP PDF Engine 4.2.7,2025-08-01,2026-04-30,272
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_406_L1_producer_spoof_0113.pdf,MediSys LIS Report Writer 8.1.0,2025-11-10,2026-01-11,62
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_886_L1_producer_spoof_0114.pdf,JasperReports 6.20,2025-09-27,2026-06-13,259
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_997_L1_producer_spoof_0115.pdf,NimbusERP PDF Engine 4.2.7,2026-03-09,2026-12-27,293
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_764_L1_producer_spoof_0116.pdf,Oracle BI Publisher 12.2.1,2026-05-10,2027-02-07,273
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_795_L1_producer_spoof_0117.pdf,HRDesk Document Server 3.3.1,2026-07-02,2027-02-02,215
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_225_L1_producer_spoof_0118.pdf,JasperReports 6.20,2025-11-09,2026-02-25,108
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_257_L1_producer_spoof_0119.pdf,JasperReports 6.20,2025-10-04,2026-06-14,253
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_786_L1_producer_spoof_0120.pdf,JasperReports 6.20,2025-09-05,2026-04-27,234
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_644_L1_producer_spoof_0121.pdf,JasperReports 6.20,2026-08-07,2026-10-16,70
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_808_L1_producer_spoof_0122.pdf,Oracle BI Publisher 12.2.1,2026-07-05,2026-09-11,68
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_374_L1_producer_spoof_0123.pdf,JasperReports 6.20,2025-10-12,2026-01-13,93
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_932_L1_producer_spoof_0124.pdf,JasperReports 6.20,2026-06-04,2026-11-17,166
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_206_L1_producer_spoof_0125.pdf,iText 7.2.5,2026-06-02,2027-03-13,284
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_544_L1_producer_spoof_0126.pdf,iText 7.2.5,2025-10-30,2026-08-19,293
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_851_L1_producer_spoof_0127.pdf,HRDesk Document Server 3.3.1,2025-12-13,2026-04-17,125
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_991_L1_producer_spoof_0128.pdf,MediSys LIS Report Writer 8.1.0,2026-06-27,2027-03-05,251
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_824_L1_producer_spoof_0129.pdf,NimbusERP PDF Engine 4.2.7,2025-10-08,2026-04-05,179
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_145_L1_producer_spoof_0130.pdf,JasperReports 6.20,2026-07-26,2027-03-28,245
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_407_L1_producer_spoof_0131.pdf,iText 7.2.5,2026-06-04,2026-11-04,153
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_810_L1_producer_spoof_0132.pdf,MediSys LIS Report Writer 8.1.0,2026-01-09,2026-07-25,197
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_466_L1_producer_spoof_0133.pdf,JasperReports 6.20,2025-08-24,2026-04-13,232
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_599_L1_producer_spoof_0134.pdf,Oracle BI Publisher 12.2.1,2026-02-02,2026-10-30,270
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_963_L1_producer_spoof_0135.pdf,MediSys LIS Report Writer 8.1.0,2026-02-21,2026-05-19,87
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_240_L1_producer_spoof_0136.pdf,Oracle BI Publisher 12.2.1,2025-10-20,2025-12-25,66
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_906_L1_producer_spoof_0137.pdf,iText 7.2.5,2025-07-19,2025-12-09,143
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_227_L1_producer_spoof_0138.pdf,JasperReports 6.20,2026-06-11,2026-08-26,76
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_844_L1_producer_spoof_0139.pdf,Oracle BI Publisher 12.2.1,2025-09-23,2026-07-12,292
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_310_L1_producer_spoof_0140.pdf,JasperReports 6.20,2026-02-12,2026-07-26,164
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_144_L1_producer_spoof_0141.pdf,MediSys LIS Report Writer 8.1.0,2025-09-02,2026-03-07,186
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_100_L1_producer_spoof_0142.pdf,HRDesk Document Server 3.3.1,2026-01-21,2026-06-29,159
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_380_L1_producer_spoof_0143.pdf,JasperReports 6.20,2026-06-13,2027-02-18,250
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_969_L1_producer_spoof_0144.pdf,iText 7.2.5,2026-06-21,2026-12-05,167
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_761_L1_producer_spoof_0145.pdf,JasperReports 6.20,2025-09-28,2026-01-05,99
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_671_L1_producer_spoof_0146.pdf,NimbusERP PDF Engine 4.2.7,2026-03-02,2026-11-30,273
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_631_L1_producer_spoof_0147.pdf,Oracle BI Publisher 12.2.1,2025-08-10,2026-06-06,300
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_034_L1_producer_spoof_0148.pdf,JasperReports 6.20,2026-07-19,2026-12-20,154
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_455_L1_producer_spoof_0149.pdf,MediSys LIS Report Writer 8.1.0,2025-12-12,2026-03-07,85
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_377_L1_producer_spoof_0150.pdf,iText 7.2.5,2026-03-01,2026-12-16,290
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_368_L1_producer_spoof_0151.pdf,NimbusERP PDF Engine 4.2.7,2025-12-01,2026-05-11,161
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_195_L1_producer_spoof_0152.pdf,NimbusERP PDF Engine 4.2.7,2025-10-02,2026-07-06,277
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_094_L1_producer_spoof_0153.pdf,JasperReports 6.20,2025-12-28,2026-04-21,114
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_655_L1_producer_spoof_0154.pdf,iText 7.2.5,2026-01-23,2026-03-29,65
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_806_L1_producer_spoof_0155.pdf,HRDesk Document Server 3.3.1,2025-07-13,2026-03-31,261
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_211_L1_producer_spoof_0156.pdf,NimbusERP PDF Engine 4.2.7,2026-07-23,2027-04-21,272
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_213_L1_producer_spoof_0157.pdf,iText 7.2.5,2025-11-12,2026-03-07,115
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_337_L1_producer_spoof_0158.pdf,iText 7.2.5,2026-01-17,2026-03-18,60
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_880_L1_producer_spoof_0159.pdf,HRDesk Document Server 3.3.1,2025-09-27,2025-12-29,93
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_257_L1_producer_spoof_0160.pdf,HRDesk Document Server 3.3.1,2025-10-04,2025-12-31,88
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_888_L1_producer_spoof_0161.pdf,NimbusERP PDF Engine 4.2.7,2025-12-05,2026-03-08,93
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_367_L1_producer_spoof_0162.pdf,MediSys LIS Report Writer 8.1.0,2025-12-21,2026-02-23,64
