file,genre,status,words,ocr_conf,tamper_px_pct,tamper_bbox_pct,width,height
500596653+-6655,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
500920554_500920556,handwritten,ocr_below_gate,262,35.9,0.6698,28.653,771,1000
501523159_501523161,handwritten,ocr_below_gate,252,42.7,1.2541,48.907,774,1000
502262504_502262505,handwritten,ocr_below_gate,65,34.7,0.6283,9.31,771,1000
502275865,handwritten,ocr_below_gate,65,45.4,0.2453,8.874,783,1000
502299253_502299254,handwritten,ocr_below_gate,0,0.0,0.3063,9.92,773,1000
502443421,handwritten,ocr_below_gate,17,22.9,0.5619,16.075,785,1000
502454975,handwritten,ocr_below_gate,121,53.5,0.9203,23.356,777,1000
502770165_502770168,handwritten,ocr_below_gate,186,46.1,0.2811,10.213,784,1000
502787929_502787932,handwritten,ocr_below_gate,192,49.2,0.2589,15.955,781,1000
502846069_502846073,handwritten,ocr_below_gate,133,30.7,0.3328,5.299,778,1000
502987838+-7841,handwritten,ocr_below_gate,24,35.5,0.5444,48.022,754,1000
503026021,handwritten,ocr_below_gate,37,26.9,0.1332,5.056,742,1000
503210023+-0023,handwritten,ocr_below_gate,116,28.1,0.3524,5.01,754,1000
503380926_503380976a,handwritten,ocr_below_gate,18,59.7,0.049,0.078,771,1000
503857663+-7665,handwritten,ocr_below_gate,52,45.5,0.2073,3.866,754,1000
503951290+-1294,handwritten,ok,69,88.5,0.1919,3.69,754,1000
504008823_504008825,handwritten,ocr_below_gate,26,24.5,0.514,1.133,781,1000
504101893_504101894,handwritten,ocr_below_gate,67,48.7,0.2479,10.726,766,1000
504211478,handwritten,ocr_below_gate,232,36.5,0.8706,33.836,779,1000
504382688+-2691,handwritten,ocr_below_gate,43,20.4,0.7334,1.729,754,1000
504421429_504421437,handwritten,ocr_below_gate,151,26.6,0.7921,28.297,776,1000
504433072+-3076,handwritten,ocr_below_gate,26,33.7,0.0614,1.142,754,1000
504614540_504614542,handwritten,ocr_below_gate,13,36.8,0.3653,10.826,786,1000
505013548_505013549,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
505032119_505032120,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
505042893,handwritten,ocr_below_gate,11,86.8,0.0602,0.085,787,1000
505347159+-7159,handwritten,ocr_below_gate,74,37.3,0.55,13.91,754,1000
505351282,handwritten,ocr_below_gate,23,34.9,0.1784,1.129,774,1000
505552498_505552499,handwritten,ocr_below_gate,97,36.1,0.2981,28.665,771,1000
505560229+-0230,handwritten,ocr_below_gate,14,37.0,0.1391,0.662,754,1000
505805041,handwritten,ocr_below_gate,12,25.0,0.2244,8.352,780,1000
505818724_505818728,handwritten,ocr_below_gate,103,40.0,0.2292,18.264,774,1000
505859301,handwritten,ocr_below_gate,63,39.3,0.5987,8.691,791,1000
505878640,handwritten,ocr_below_gate,53,33.5,0.2285,23.808,787,1000
505944665_505944666,handwritten,ocr_below_gate,82,36.3,0.2679,16.615,783,1000
505954517_505954529,handwritten,ocr_below_gate,150,36.6,0.197,6.971,774,1000
505956026_505956028,handwritten,ocr_below_gate,27,43.1,0.2283,1.615,787,1000
505956065,handwritten,ocr_below_gate,6,27.3,0.4991,32.25,788,1000
505980439,handwritten,ocr_below_gate,59,32.5,0.3458,1.195,786,1000
506002162,handwritten,ocr_below_gate,167,35.2,0.699,26.318,783,1000
506016085_506016087,handwritten,ocr_below_gate,86,35.9,0.7797,37.634,782,1000
506033692,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
506058905+-8907,handwritten,ocr_below_gate,100,33.1,0.5227,24.7,754,1000
506136930,handwritten,ocr_below_gate,135,37.7,0.4192,33.732,780,1000
506142639,handwritten,ocr_below_gate,54,34.3,1.1204,37.441,786,1000
506187326_506187332,handwritten,ocr_below_gate,66,34.9,0.3574,18.435,780,1000
506274727,handwritten,ocr_below_gate,130,34.0,0.4048,32.706,771,1000
506302969+-2969,handwritten,ocr_below_gate,51,29.4,0.6675,40.179,754,1000
506333324_506333325,handwritten,ocr_below_gate,136,32.8,0.4514,27.397,774,1000
506789166_506789171,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
506808796,handwritten,ocr_below_gate,246,46.5,0.5924,36.988,773,1000
506833283+-3284,handwritten,ocr_below_gate,88,35.3,0.7395,34.285,754,1000
507099466,handwritten,ocr_below_gate,56,41.9,0.3522,11.514,811,1000
507580682+-0682,handwritten,ocr_below_gate,53,32.3,0.4786,8.136,754,1000
507705995,handwritten,ocr_below_gate,62,27.1,0.3665,13.124,821,1000
507708562_507708563,handwritten,ocr_below_gate,89,32.6,0.2546,17.484,806,1000
507725927+-5930,handwritten,ocr_below_gate,37,32.3,0.6271,38.274,754,1000
507949057_507949058,handwritten,ocr_below_gate,0,0.0,1.2494,52.263,773,1000
509015265,handwritten,ocr_below_gate,115,25.2,0.3786,16.852,771,1000
509132739+-2739,handwritten,ocr_below_gate,10,68.0,0.0753,0.159,754,1000
509206571,handwritten,ok,39,85.9,0.0633,0.116,787,1000
509329164+-9164,handwritten,ocr_below_gate,80,32.8,0.5312,25.35,754,1000
509519154,handwritten,ocr_below_gate,83,41.3,0.2193,12.214,784,1000
509870748+-0753,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
510756905_510756908,handwritten,ocr_below_gate,48,39.2,1.0195,43.58,785,1000
511340047_511340048,handwritten,ocr_below_gate,46,35.2,0.5291,8.789,784,1000
511357546_511357547,handwritten,ocr_below_gate,30,40.0,0.6145,12.473,784,1000
512185781,handwritten,ocr_below_gate,0,0.0,0.437,6.528,784,1000
512217704_512217717,handwritten,ocr_below_gate,51,36.8,1.1066,41.521,789,1000
512319807_512319808,handwritten,ocr_below_gate,0,0.0,1.049,19.511,789,1000
512719033,handwritten,ocr_below_gate,38,24.7,0.6662,12.482,785,1000
512763865_512763868,handwritten,ocr_below_gate,53,35.3,0.9297,38.401,777,1000
512802906,handwritten,ocr_below_gate,60,29.8,0.1318,5.219,787,1000
513198332,handwritten,ocr_below_gate,81,28.0,0.3294,5.338,742,1000
513256655+-6656,handwritten,ocr_below_gate,47,44.5,0.1003,15.829,754,1000
513614205_513614206,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
515559668+-9672,handwritten,ocr_below_gate,0,0.0,0.7927,7.296,754,1000
515841535,handwritten,ocr_below_gate,0,0.0,0.1885,2.957,790,1000
515888016+-8018,handwritten,ocr_below_gate,0,0.0,0.3284,6.154,754,1000
515943713+-3714,handwritten,ocr_below_gate,29,35.1,0.9053,10.924,754,1000
515947000+-7002,handwritten,ocr_below_gate,6,36.4,0.129,0.448,754,1000
515956033+-6055,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
517043914+-3914,handwritten,ocr_below_gate,18,16.7,0.145,0.538,754,1000
517047269+-7271,handwritten,ocr_below_gate,74,34.4,0.3244,6.961,754,1000
517124917_517124924,handwritten,ocr_below_gate,99,36.8,0.3113,9.902,776,1000
517138548_517138549,handwritten,ok,149,56.3,0.9365,29.049,775,1000
517236434+-6437,handwritten,ocr_below_gate,148,33.8,0.7525,30.867,754,1000
517238756+-8760,handwritten,ocr_below_gate,19,48.4,0.1139,0.289,754,1000
517307204+-7204,handwritten,ocr_below_gate,25,46.2,0.2023,4.158,754,1000
517308038+-8040,handwritten,ocr_below_gate,0,0.0,0.1874,0.52,754,1000
517512687+-2689,handwritten,ocr_below_gate,41,39.9,0.3728,17.661,754,1000
517513438+-3439,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
517513440+-3444,handwritten,ocr_below_gate,32,39.5,0.0806,0.143,754,1000
517543505+-3508,handwritten,ocr_below_gate,21,41.4,0.0931,0.438,754,1000
517543694+-3697,handwritten,ocr_below_gate,58,29.2,0.3938,10.971,754,1000
517544125+-4127,handwritten,ocr_below_gate,42,26.5,0.5639,17.036,754,1000
517548414+-8416,handwritten,ocr_below_gate,0,0.0,0.5503,13.355,754,1000
517611028+-1030,handwritten,ocr_below_gate,76,34.0,0.6732,16.276,754,1000
517612121+-2122,handwritten,ocr_below_gate,21,30.1,0.2763,4.201,754,1000
517614086+-4087,handwritten,ocr_below_gate,7,10.1,1.2166,40.752,754,1000
517687051+-7052,handwritten,ocr_below_gate,62,40.5,1.3972,40.569,754,1000
517688588+-8589,handwritten,ocr_below_gate,37,25.9,0.5548,9.763,754,1000
517728084+-8084,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
517729314+-9315,handwritten,ocr_below_gate,0,0.0,0.7851,12.863,754,1000
517752676+-2678,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
517753608+-3610,handwritten,ok,125,64.0,0.2695,6.989,754,1000
517754081+-4082,handwritten,ocr_below_gate,12,36.2,0.4147,4.125,754,1000
517755941+-5943,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
517756173+-6174,handwritten,ocr_below_gate,0,0.0,0.1333,0.379,754,1000
517757230+-7231,handwritten,ocr_below_gate,2,39.2,0.0656,0.156,754,1000
518004336+-4337,handwritten,ocr_below_gate,69,25.6,0.3301,9.055,754,1000
518007541_518007542,handwritten,ocr_below_gate,16,34.1,0.4826,36.497,774,1000
518140324+-0326,handwritten,ocr_below_gate,55,31.6,0.3768,10.848,754,1000
518140732+-0733,handwritten,ocr_below_gate,55,35.7,0.5411,14.725,754,1000
518141652+-1654,handwritten,ocr_below_gate,171,34.5,0.6784,26.566,754,1000
518198584_518198586,handwritten,ocr_below_gate,80,44.2,0.3014,17.79,790,1000
518199613+-9614,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
518208798+-8799,handwritten,ocr_below_gate,65,36.9,0.6365,22.393,754,1000
518209536+-9538,handwritten,ocr_below_gate,48,27.3,0.9534,26.691,754,1000
518209825+-9826,handwritten,ocr_below_gate,0,0.0,0.2046,1.714,754,1000
518213919+-3920,handwritten,ocr_below_gate,53,35.7,0.2905,2.604,754,1000
518214036+-4038,handwritten,ocr_below_gate,75,54.8,0.1725,2.684,754,1000
518224598+-4599,handwritten,ocr_below_gate,84,46.4,0.2389,1.862,754,1000
518227529+-7530,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
518296101+-6101,handwritten,ocr_below_gate,43,37.7,0.6816,18.255,754,1000
518302406+-2407,handwritten,ocr_below_gate,116,31.1,0.571,30.567,754,1000
518303535+-3536,handwritten,ocr_below_gate,31,27.6,0.8281,16.704,754,1000
518304458+-4459,handwritten,ok,219,73.6,0.8915,50.294,754,1000
518305166+-5167,handwritten,ocr_below_gate,54,25.7,0.4761,14.069,754,1000
518305738+-5739,handwritten,ocr_below_gate,12,47.8,0.0496,0.141,754,1000
518305808+-5812,handwritten,ocr_below_gate,140,28.8,1.0179,36.324,754,1000
518306559+-6559,handwritten,ocr_below_gate,49,32.0,1.1512,22.73,754,1000
518426512+-6515,handwritten,ocr_below_gate,0,0.0,0.2017,2.58,754,1000
518878162+-8164,handwritten,ocr_below_gate,106,37.3,0.3459,11.957,754,1000
519868171+-8175,handwritten,ocr_below_gate,216,33.3,0.9027,59.459,754,1000
520037606+-7608,handwritten,ocr_below_gate,334,42.7,0.8916,50.999,754,1000
520720604+-0610,handwritten,ocr_below_gate,0,0.0,0.2229,0.635,754,1000
520764684+-4684,handwritten,ocr_below_gate,2,11.2,0.926,3.404,754,1000
520775826+-5836,handwritten,ok,39,82.4,0.2826,3.395,754,1000
522297342+-7342,handwritten,ocr_below_gate,29,46.1,0.4975,15.54,754,1000
522548772+-8775,handwritten,ocr_below_gate,58,32.9,0.5448,13.221,754,1000
522648764+-8764,handwritten,ocr_below_gate,2,15.6,1.1434,18.81,754,1000
522658523+-8524,handwritten,ocr_below_gate,35,36.0,0.1516,0.654,754,1000
522701021+-1023,handwritten,ocr_below_gate,148,28.0,1.3703,27.758,754,1000
522713454+-3455,handwritten,ocr_below_gate,57,35.9,0.4956,18.813,754,1000
522713490+-3491,handwritten,ok,74,57.6,0.2028,1.871,754,1000
522714276+-4278,handwritten,ocr_below_gate,9,32.3,1.1123,15.179,754,1000
522718139+-8145,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
522719157+-9158,handwritten,ocr_below_gate,5,52.8,0.1931,0.42,754,1000
522720554+-0555,handwritten,ocr_below_gate,0,0.0,0.428,16.241,754,1000
522730279+-0279,handwritten,ocr_below_gate,50,33.5,0.335,6.756,754,1000
522730626+-0629,handwritten,ocr_below_gate,54,47.9,0.5293,10.779,754,1000
522738001+-8008,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
522738113+-8114,handwritten,ocr_below_gate,294,44.9,0.4064,24.412,754,1000
522739493+-9494,handwritten,ocr_below_gate,1,39.6,0.1366,1.073,754,1000
522754138+-4138,handwritten,ok,184,83.2,0.4058,16.606,754,1000
522755237+-5239,handwritten,ocr_below_gate,213,27.8,0.8824,33.472,754,1000
522761332+-1333,handwritten,ok,309,57.8,0.3135,18.842,754,1000
522768381+-8383,handwritten,unaligned_or_identical,0,0.0,0.0,0.0,0,0
522774907+-4908,handwritten,ocr_below_gate,56,46.5,0.3046,1.952,754,1000
522776472+-6475,handwritten,ocr_below_gate,182,22.9,0.7032,41.963,754,1000
522814157+-4160,handwritten,ocr_below_gate,26,46.7,0.0761,0.105,754,1000
522814353+-4354,handwritten,ocr_below_gate,13,43.6,0.3363,4.212,754,1000
522849889+-9890,handwritten,ocr_below_gate,87,33.0,0.3537,8.73,754,1000
522856003+-6004,handwritten,ocr_below_gate,26,32.8,0.1072,0.295,754,1000
522858540+-8542,handwritten,ocr_below_gate,20,36.1,0.0298,0.051,754,1000
522863412+-3422,handwritten,ocr_below_gate,42,35.0,0.8119,16.344,754,1000
522866058+-6058,handwritten,ok,256,71.5,22.3038,76.333,754,1000
522932519+-2521,handwritten,ocr_below_gate,311,34.6,0.8037,45.331,754,1000
522933837+-3840,handwritten,ocr_below_gate,60,41.1,0.0301,0.049,754,1000
522933978+-3978,handwritten,ocr_below_gate,7,20.7,0.6667,6.182,754,1000
522980810+-0811,handwritten,ocr_below_gate,7,51.2,0.5101,28.412,754,1000
523320232+-0232,handwritten,ocr_below_gate,58,38.5,0.1362,8.224,754,1000
523434393+-4395,handwritten,ocr_below_gate,37,37.0,0.5115,14.206,754,1000
523449388+-9392,handwritten,ocr_below_gate,125,30.8,0.6077,16.533,754,1000
524077146+-7146,handwritten,ocr_below_gate,155,45.5,0.5162,18.536,754,1000
524115352+-5353,handwritten,ocr_below_gate,100,30.0,1.117,22.333,754,1000
524210547+-0548,handwritten,ocr_below_gate,0,0.0,0.4263,7.534,754,1000
524385089+-5089,handwritten,ocr_below_gate,20,22.8,0.5605,9.027,754,1000
524388928+-8933,handwritten,ocr_below_gate,38,38.4,0.5355,6.753,754,1000
524473696+-3697,handwritten,ocr_below_gate,0,0.0,0.6707,8.77,754,1000
524500089+-0089,handwritten,ocr_below_gate,16,36.4,0.3798,2.266,754,1000
524657044+-7047,handwritten,ocr_below_gate,28,28.6,0.4715,17.379,754,1000
0000137486,invoice,ocr_below_gate,97,46.4,0.0902,0.529,762,1000
0000192502,invoice,ok,165,79.5,0.2317,25.973,776,1000
0000226471,invoice,ok,111,55.9,0.2245,3.86,762,1000
0000227351,invoice,ocr_below_gate,135,53.3,0.1482,5.907,762,1000
0000333206,invoice,ok,185,79.1,0.5235,13.57,762,1000
0000542607,invoice,ocr_below_gate,45,34.1,0.0701,0.153,762,1000
0001136788,invoice,ocr_below_gate,202,43.0,0.1417,5.173,762,1000
0001219743,invoice,ocr_below_gate,14,65.4,0.0781,0.409,762,1000
0001219844,invoice,ocr_below_gate,62,46.1,0.1552,19.37,762,1000
0001233629,invoice,ocr_below_gate,78,31.5,0.0293,1.748,762,1000
0001453135,invoice,ok,86,57.7,0.2615,27.737,762,1000
0011929750,invoice,ok,55,75.8,0.1304,27.569,762,1000
0011929754,invoice,ocr_below_gate,172,35.2,0.2161,24.263,762,1000
0011930170,invoice,ocr_below_gate,68,37.6,0.076,0.173,780,1000
0011991025,invoice,ocr_below_gate,154,54.7,0.4867,15.225,762,1000
0012179618,invoice,ocr_below_gate,163,45.9,0.1718,4.98,762,1000
0012287015,invoice,ok,200,68.0,0.501,8.008,772,1000
0013267193,invoice,ocr_below_gate,28,46.3,0.0867,4.42,757,1000
0060026309,invoice,ok,178,76.4,0.4638,12.199,762,1000
0060027381,invoice,ok,106,70.4,0.2379,20.963,762,1000
0060031784,invoice,ok,47,67.9,0.1896,1.675,762,1000
0060032039,invoice,ok,64,64.0,0.2854,3.325,762,1000
0060051594,invoice,ok,105,64.6,0.1655,2.098,762,1000
0060075043,invoice,ok,69,76.8,0.1014,0.153,762,1000
0060080760,invoice,ok,142,69.8,0.439,17.462,762,1000
0060082098,invoice,ok,239,56.8,0.5732,31.316,762,1000
0060083495,invoice,ok,253,63.0,0.5921,26.136,762,1000
0060121960,invoice,ok,95,57.4,0.2736,25.267,762,1000
0060201834,invoice,ok,55,70.5,0.1831,29.714,762,1000
0060284223,invoice,ok,74,62.4,0.2223,0.755,762,1000
00621985,invoice,ocr_below_gate,48,51.7,0.2861,38.9,771,1000
00920638,invoice,ok,94,76.3,0.3851,18.459,759,1000
00920717,invoice,ok,103,71.8,0.5409,12.045,762,1000
01145176,invoice,ocr_below_gate,58,43.5,0.2279,1.487,767,1000
01398469,invoice,ok,25,56.5,0.569,17.901,754,1000
03700650,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
03724966,invoice,ok,89,74.6,0.3491,27.795,764,1000
03750991,invoice,ocr_below_gate,40,38.2,0.0969,0.625,777,1000
1000031431,invoice,ocr_below_gate,52,52.8,0.0538,0.115,777,1000
10399076,invoice,ok,121,63.9,0.1358,5.41,772,1000
11235021_11235022,invoice,ok,117,65.1,0.1891,2.778,752,1000
2021636830,invoice,ok,117,80.9,0.1819,15.572,777,1000
2023550756,invoice,ok,248,86.3,0.1389,5.389,777,1000
2024525606,invoice,ocr_below_gate,114,49.1,0.0914,0.226,777,1000
2026004159,invoice,ok,203,75.9,0.3256,16.222,777,1000
2026486780,invoice,ok,59,72.8,0.0973,0.174,777,1000
2026486823,invoice,ok,85,78.7,0.1541,1.209,777,1000
2028697984,invoice,ok,141,60.3,0.2752,28.417,777,1000
2028716668,invoice,ok,138,58.2,0.1929,2.197,777,1000
2029194963,invoice,ok,159,67.5,0.3032,20.822,777,1000
2029378210,invoice,ok,74,76.8,0.2355,0.825,791,1000
2030138144,invoice,ok,121,83.3,0.2827,2.617,782,1000
2041158058,invoice,ok,239,55.2,0.2395,15.055,754,1000
2041619314,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2042757520,invoice,ocr_below_gate,305,39.6,0.3755,43.403,646,1000
2048373725,invoice,ocr_below_gate,198,52.1,0.1667,3.008,754,1000
2049431637,invoice,ocr_below_gate,72,48.8,0.2603,7.987,784,1000
2061832122,invoice,ocr_below_gate,135,44.7,0.4033,26.959,786,1000
2062173086,invoice,ocr_below_gate,112,36.2,0.4733,4.002,730,1000
2062897991,invoice,ok,69,69.7,0.0882,0.425,754,1000
2063162451_2452,invoice,ok,91,59.9,0.1829,2.132,754,1000
2063170427,invoice,ocr_below_gate,76,52.7,0.3677,10.981,802,1000
2063178328,invoice,ocr_below_gate,159,46.5,0.0344,0.064,754,1000
2063216949,invoice,ocr_below_gate,71,54.7,0.0512,0.103,802,1000
2063300411,invoice,ocr_below_gate,36,51.1,0.0923,0.207,754,1000
2063321228,invoice,ocr_below_gate,122,46.4,0.2464,0.637,754,1000
2063321345,invoice,ocr_below_gate,159,41.0,0.1561,11.23,754,1000
2063576912,invoice,ok,139,75.0,0.1253,2.412,770,1000
2063608519,invoice,ocr_below_gate,179,54.2,0.1506,12.14,783,1000
2063610066,invoice,ok,188,80.9,0.4771,9.27,767,1000
2063780011,invoice,ok,158,67.8,0.1041,3.077,754,1000
2071030591,invoice,ok,155,59.6,0.1179,4.682,754,1000
2072484129,invoice,ocr_below_gate,150,46.5,0.1806,17.231,754,1000
2072653060,invoice,ocr_below_gate,97,47.6,0.1846,15.662,754,1000
2072957896,invoice,ok,152,56.2,0.0459,0.095,754,1000
2074104178,invoice,ocr_below_gate,102,39.8,0.0605,0.585,754,1000
2084020048,invoice,ocr_below_gate,28,34.6,0.0588,1.251,754,1000
2084020226,invoice,ocr_below_gate,41,39.9,0.043,0.428,754,1000
2084022132,invoice,ocr_below_gate,88,41.8,0.105,2.889,754,1000
2084024647,invoice,ocr_below_gate,76,38.0,0.1528,1.248,754,1000
2084061020,invoice,ocr_below_gate,145,54.5,0.0469,0.086,754,1000
2084061095,invoice,ocr_below_gate,77,44.2,0.2133,3.774,754,1000
2084342625,invoice,ok,91,78.7,0.0859,0.849,754,1000
2501226749,invoice,ocr_below_gate,264,42.7,0.0328,0.066,731,1000
2501335075,invoice,ok,73,72.3,0.0738,8.59,729,1000
500234640+-4640,invoice,ocr_below_gate,37,50.4,0.2447,4.957,754,1000
50120566-0566,invoice,ok,127,67.8,0.256,1.831,754,1000
501961404,invoice,ok,121,59.9,0.2886,5.807,773,1000
502197661,invoice,ok,256,72.4,1.0296,36.554,777,1000
505850844,invoice,ok,192,57.7,0.2156,2.855,786,1000
506023794_506023798,invoice,ocr_below_gate,116,53.5,0.484,5.123,779,1000
509592495_509592499,invoice,ok,155,67.5,0.1803,0.599,781,1000
511349392+-9392,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
511505606+-5608,invoice,ocr_below_gate,74,48.3,0.2467,0.456,754,1000
513168276_513168277,invoice,ok,174,59.4,0.2454,3.252,771,1000
513261894_513261895,invoice,ok,121,55.9,0.3578,3.521,785,1000
518027475_518027477,invoice,ocr_below_gate,128,54.9,0.2196,28.842,786,1000
518658731+-8731,invoice,ocr_below_gate,139,49.8,0.1374,2.567,754,1000
524425631+-5636,invoice,ocr_below_gate,33,44.8,0.2034,1.671,754,1000
80211559,invoice,ok,82,82.6,0.0927,0.235,768,1000
83553535_3536,invoice,ok,82,66.6,0.1503,7.116,754,1000
83553602_3608,invoice,ok,230,74.6,0.2081,11.693,754,1000
87064443-a_87064443,invoice,ocr_below_gate,2,40.2,0.1808,0.278,776,1000
87064937,invoice,ok,106,57.2,0.1731,16.699,778,1000
87065276,invoice,ok,110,73.3,0.171,2.31,776,1000
87066913,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
88131701,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
88132141,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
89000431,invoice,ok,52,61.9,0.0838,0.145,754,1000
91515217,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
91515363,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
91810227,invoice,ocr_below_gate,70,41.0,0.1135,0.171,791,1000
91814706,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
92242531,invoice,ocr_below_gate,177,39.2,0.2532,15.187,777,1000
92248313,invoice,ocr_below_gate,98,52.5,0.0944,0.559,754,1000
92678319,invoice,ok,130,61.0,0.1242,1.099,776,1000
92679791,invoice,ocr_below_gate,109,52.1,0.2019,21.129,786,1000
92871560,invoice,ok,332,57.0,0.2354,21.878,802,1000
93121403,invoice,ok,100,71.5,0.0741,0.193,802,1000
93216911,invoice,ocr_below_gate,56,36.7,0.0919,0.201,780,1000
93413375,invoice,ok,123,59.2,0.121,1.516,754,1000
93416592,invoice,ocr_below_gate,103,50.2,0.1041,0.566,754,1000
94389950,invoice,ok,78,77.0,0.0817,0.145,785,1000
94416171,invoice,ok,204,60.7,0.1275,6.177,772,1000
95602385,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
95602471,invoice,ok,131,67.0,8.033,97.32,754,1000
95824354,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
95824480,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
95824806,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
95824822,invoice,unaligned_or_identical,0,0.0,0.0,0.0,0,0
96054429,invoice,ocr_below_gate,180,50.6,0.2389,7.845,754,1000
96057185,invoice,ocr_below_gate,79,51.6,0.1744,1.792,754,1000
96433725,invoice,ok,145,59.4,0.1391,1.625,754,1000
98776481,invoice,ok,75,77.0,0.1371,2.134,754,1000
CTRCONTRACTS022507-2,invoice,ocr_below_gate,84,51.4,0.0613,0.105,754,1000
CTRSP-FILES009859-98,invoice,ocr_below_gate,142,40.4,0.0643,0.756,754,1000
ti08670559,invoice,ocr_below_gate,82,42.1,0.1321,0.66,754,1000
ti16310446,invoice,ocr_below_gate,29,46.0,0.0192,0.039,754,1000
ti16310591,invoice,ocr_below_gate,34,51.7,0.0822,5.258,754,1000
ti16352085,invoice,ok,102,56.0,0.0981,0.853,754,1000
ti17120567,invoice,ok,89,81.1,0.1623,0.364,754,1000
0000022394,letter,ok,75,60.9,0.1657,0.318,762,1000
0000107738,letter,ok,191,77.2,2.7319,12.22,762,1000
0000128669,letter,ok,201,78.1,0.5991,8.55,762,1000
0000260163,letter,ok,231,84.4,0.4945,11.377,762,1000
0000723852,letter,ok,41,81.6,0.2681,0.571,762,1000
0012184428,letter,ok,52,83.5,0.2395,2.593,762,1000
0012206537,letter,ok,200,83.7,0.4266,6.028,775,1000
0012285276,letter,ok,75,65.2,0.4877,4.315,762,1000
001228777,letter,unaligned_or_identical,0,0.0,0.0,0.0,0,0
0012883913,letter,ok,112,71.3,0.2663,1.935,784,1000
0060088947,letter,ok,138,80.3,0.6501,5.299,762,1000
0060106660,letter,ok,94,79.9,0.2214,0.819,762,1000
0060142979,letter,ok,238,84.4,0.8052,16.415,762,1000
0060150468,letter,ok,280,89.0,0.773,6.941,762,1000
0060250360,letter,ok,249,86.7,0.4034,5.248,762,1000
0060317439,letter,ok,342,87.3,0.8804,19.549,762,1000
0071003654,letter,ok,281,77.9,0.3307,6.467,762,1000
0071027709,letter,ok,222,86.3,0.5411,4.685,762,1000
01331493,letter,ok,200,82.9,0.1007,0.243,769,1000
01787176,letter,ok,313,87.3,0.8909,2.189,779,1000
1000010647,letter,ok,113,87.9,0.5941,13.639,777,1000
1000018736,letter,ocr_below_gate,49,36.9,0.6322,22.147,777,1000
1000217968,letter,ok,175,74.8,0.3793,7.7,777,1000
1001607470,letter,ok,166,67.4,0.2582,7.702,754,1000
1001893989,letter,ok,291,83.1,0.6734,17.452,777,1000
1003079586_1003079587,letter,ocr_below_gate,4,35.3,0.7785,22.048,777,1000
1004862245,letter,ok,165,81.4,0.4163,7.58,777,1000
1005046793,letter,ok,243,89.9,0.5479,13.067,777,1000
10425398,letter,ok,308,82.1,0.0854,0.181,767,1000
11275250,letter,ok,170,82.1,0.2385,12.665,771,1000
2001211173,letter,ok,171,88.6,0.2479,2.71,777,1000
2010035038,letter,ok,41,87.5,0.1949,8.755,777,1000
2010049032,letter,ok,116,80.4,0.5425,21.622,777,1000
2020049610_2020049623,letter,ok,179,79.1,0.3417,10.962,777,1000
2022904518,letter,ok,144,69.6,0.1413,0.338,778,1000
2023225052,letter,ok,203,87.2,0.8959,5.402,777,1000
2023522344,letter,ok,109,78.3,0.2152,0.397,777,1000
2026417460,letter,ok,160,83.4,0.4979,12.036,793,1000
2026428406,letter,ok,131,84.1,0.5208,7.145,789,1000
2026453837,letter,ok,228,81.0,0.3281,0.816,777,1000
2026466578,letter,ok,70,89.0,0.1093,1.503,777,1000
2026470753,letter,ok,120,74.6,0.177,0.37,791,1000
2028826565,letter,ok,193,77.8,0.2691,1.67,777,1000
2040881309,letter,ok,143,87.5,0.2314,4.959,776,1000
2041470582_0585,letter,ok,213,91.9,0.7456,21.135,754,1000
2041622670,letter,ok,109,79.7,0.1217,5.547,778,1000
2047579631,letter,ok,218,91.7,0.5645,17.505,754,1000
