file,arm,peak,rawmax,meanprob,secs
2028723891_2028723894,reauthored,0.8687,0.8687,0.051029,5.7
2028723891_2028723894,reauth_ctrl,0.9585,0.9585,0.050862,7.4
2028826565,original,0.0000,0.4885,0.058868,5.5
2028826565,edited,0.0000,0.5123,0.059040,6.0
2028826565,reauthored,0.9830,0.9830,0.050325,8.6
2028826565,reauth_ctrl,0.9844,0.9844,0.050929,8.6
2028832712,original,0.6113,0.6113,0.046899,7.2
2028832712,edited,0.6012,0.6012,0.046847,9.4
2028832712,reauthored,0.9506,0.9506,0.048576,9.4
2028832712,reauth_ctrl,0.9506,0.9506,0.048593,4.9
2028836214,original,0.6086,0.6086,0.044267,4.2
2028836214,edited,0.6313,0.6313,0.044718,4.8
2028836214,reauthored,0.9969,0.9969,0.051028,5.3
2028836214,reauth_ctrl,0.9399,0.9399,0.050052,4.6
2028873827,original,0.0000,0.5344,0.053055,5.9
2028873827,edited,0.5292,0.5340,0.053307,4.8
2028873827,reauthored,0.5856,0.5856,0.040514,5.6
2028873827,reauth_ctrl,0.5661,0.5661,0.039938,4.1
2028875467_2028875469,original,0.0000,0.4864,0.051234,4.8
2028875467_2028875469,edited,0.5400,0.5400,0.051617,4.0
2028875467_2028875469,reauthored,0.7530,0.7530,0.044374,4.1
2028875467_2028875469,reauth_ctrl,0.7859,0.7859,0.045343,4.8
2028877560,original,0.5469,0.5469,0.066488,4.0
2028877560,edited,0.5515,0.5515,0.066198,3.9
2028877560,reauthored,0.5691,0.5691,0.045464,3.8
2028877560,reauth_ctrl,0.5529,0.5529,0.047168,3.6
2028904857,original,0.5373,0.5373,0.043458,3.8
2028904857,edited,0.5450,0.5450,0.043569,3.5
2028904857,reauthored,0.8424,0.8424,0.050043,3.4
2028904857,reauth_ctrl,0.8424,0.8424,0.050046,3.5
2028964546_2028964698,original,0.5255,0.5255,0.042363,3.4
2028964546_2028964698,edited,0.5270,0.5281,0.042410,3.4
2028964546_2028964698,reauthored,0.9375,0.9375,0.050862,3.3
2028964546_2028964698,reauth_ctrl,0.9720,0.9720,0.051593,3.4
2028998206,original,0.0000,0.5442,0.043540,3.4
2028998206,edited,0.5490,0.5490,0.043827,3.4
2028998206,reauthored,0.9974,0.9974,0.049600,3.5
2028998206,reauth_ctrl,0.9948,0.9948,0.049804,3.5
2029017068,original,0.0000,0.5022,0.058713,3.4
2029017068,edited,0.0000,0.4652,0.058830,3.3
2029017068,reauthored,0.7861,0.7861,0.046195,3.4
2029017068,reauth_ctrl,0.7924,0.7924,0.046480,3.3
2029028944_2029028970,original,0.5985,0.5985,0.050981,3.3
2029028944_2029028970,edited,0.6076,0.6076,0.050889,3.3
2029028944_2029028970,reauthored,0.9780,0.9780,0.049648,3.2
2029028944_2029028970,reauth_ctrl,0.9746,0.9746,0.049523,3.4
2029116533,original,0.0000,0.4722,0.045950,3.3
2029116533,edited,0.0000,0.4795,0.045982,3.2
2029116533,reauthored,0.9833,0.9833,0.048362,3.2
2029116533,reauth_ctrl,0.9590,0.9590,0.050789,3.2
2029118961_2029118969,original,0.0000,0.5081,0.058554,3.1
2029118961_2029118969,edited,0.0000,0.5063,0.059011,3.1
2029118961_2029118969,reauthored,0.9319,0.9319,0.047435,3.1
2029118961_2029118969,reauth_ctrl,0.8964,0.8964,0.046259,3.1
2029178977_8978,original,0.6147,0.6147,0.044427,3.1
2029178977_8978,edited,0.5935,0.5935,0.044643,3.1
2029178977_8978,reauthored,0.9311,0.9311,0.049539,3.1
2029178977_8978,reauth_ctrl,0.9200,0.9200,0.049096,3.2
2029194963,original,0.0000,0.4108,0.055503,3.1
2029194963,edited,0.0000,0.4165,0.055549,3.1
2029194963,reauthored,0.8543,0.8543,0.044113,3.1
2029194963,reauth_ctrl,0.7628,0.7628,0.043987,3.1
2029210214,original,0.5548,0.5548,0.041540,3.1
2029210214,edited,0.5548,0.5548,0.041647,3.1
2029210214,reauthored,0.9335,0.9335,0.046217,3.1
2029210214,reauth_ctrl,0.9191,0.9191,0.047191,3.0
2029253433,original,0.0000,0.4841,0.064370,3.1
2029253433,edited,0.0000,0.4580,0.064277,3.1
2029253433,reauthored,0.8075,0.8075,0.041191,3.0
2029253433,reauth_ctrl,0.8302,0.8302,0.041492,3.0
2029259356,original,0.5589,0.5589,0.050184,3.0
2029259356,edited,0.5413,0.5413,0.050426,3.0
2029259356,reauthored,0.9740,0.9740,0.049003,3.0
2029259356,reauth_ctrl,0.9948,0.9948,0.049411,3.0
2029378210,original,0.0000,0.5357,0.043265,3.0
2029378210,edited,0.0000,0.5425,0.043144,3.1
2029378210,reauthored,0.9240,0.9240,0.038740,3.2
2029378210,reauth_ctrl,0.8973,0.8973,0.038734,3.1
2030032768,original,0.0000,0.4980,0.055407,3.0
2030032768,edited,0.0000,0.4777,0.055254,3.1
2030032768,reauthored,0.9935,0.9935,0.058255,3.1
2030032768,reauth_ctrl,0.7696,0.7696,0.056517,3.0
2030138144,original,0.6442,0.6442,0.049147,3.0
2030138144,edited,0.6580,0.6580,0.049032,3.0
2030138144,reauthored,0.8380,0.8380,0.038448,3.0
2030138144,reauth_ctrl,0.8380,0.8380,0.038374,3.0
2030169739,original,0.5707,0.5707,0.047258,3.0
2030169739,edited,0.5578,0.5578,0.047282,3.0
2030169739,reauthored,0.9858,0.9858,0.053096,3.0
2030169739,reauth_ctrl,0.9824,0.9824,0.054706,3.0
2030231415_2030231416,original,0.0000,0.4382,0.050993,3.0
2030231415_2030231416,edited,0.0000,0.4352,0.051114,3.0
2030231415_2030231416,reauthored,0.9909,0.9909,0.048790,3.0
2030231415_2030231416,reauth_ctrl,0.9904,0.9904,0.050729,3.0
2030354150_2030354151,original,0.5703,0.5703,0.048810,3.0
2030354150_2030354151,edited,0.5846,0.5846,0.048930,3.0
2030354150_2030354151,reauthored,0.5950,0.5950,0.042412,3.2
2030354150_2030354151,reauth_ctrl,0.6861,0.6861,0.044280,3.0
2030575775_2030575776,original,0.0000,0.5146,0.056097,3.0
2030575775_2030575776,edited,0.0000,0.4988,0.056034,3.0
2030575775_2030575776,reauthored,0.5563,0.5563,0.043189,3.1
2030575775_2030575776,reauth_ctrl,0.5514,0.5514,0.042727,3.1
2030585665,original,0.5456,0.5456,0.062228,3.1
2030585665,edited,0.5565,0.5565,0.062306,3.1
2030585665,reauthored,0.9511,0.9511,0.052723,3.0
2030585665,reauth_ctrl,0.9723,0.9723,0.055324,3.0
2031296603,original,0.5543,0.5543,0.055316,3.0
2031296603,edited,0.5504,0.5504,0.055216,3.0
2031296603,reauthored,0.9903,0.9903,0.057319,3.0
2031296603,reauth_ctrl,0.9886,0.9886,0.058108,3.0
2031316778,original,0.7746,0.7746,0.065284,3.1
2031316778,edited,0.7532,0.7532,0.064985,3.1
2031316778,reauthored,0.9957,0.9957,0.053537,3.0
2031316778,reauth_ctrl,0.6561,0.6561,0.050877,3.2
2031322345,original,0.0000,0.4831,0.053137,3.3
2031322345,edited,0.0000,0.4761,0.052871,3.4
2031322345,reauthored,0.0000,0.5198,0.037950,3.1
2031322345,reauth_ctrl,0.0000,0.4328,0.037607,3.2
2031448477,original,0.0000,0.5195,0.050217,3.1
2031448477,edited,0.0000,0.4768,0.050047,3.2
2031448477,reauthored,0.9387,0.9387,0.046946,3.1
2031448477,reauth_ctrl,0.9493,0.9493,0.045983,3.2
2031505223_2031505226,original,0.5256,0.5369,0.057868,3.1
2031505223_2031505226,edited,0.5313,0.5313,0.058119,3.1
2031505223_2031505226,reauthored,0.6738,0.6738,0.062705,3.1
2031505223_2031505226,reauth_ctrl,0.7551,0.7551,0.064542,3.1
2040013366,original,0.0000,0.5253,0.051147,3.1
2040013366,edited,0.0000,0.5247,0.051355,3.1
2040013366,reauthored,0.0000,0.4822,0.041930,3.1
2040013366,reauth_ctrl,0.0000,0.5019,0.041892,3.1
2040417143_2040417144,original,0.0000,0.4907,0.068319,3.4
2040417143_2040417144,edited,0.0000,0.5216,0.068247,3.0
2040417143_2040417144,reauthored,0.8891,0.8891,0.046651,3.2
2040417143_2040417144,reauth_ctrl,0.5716,0.5716,0.046137,3.1
2040881309,original,0.5628,0.5628,0.051413,3.4
2040881309,edited,0.5665,0.5665,0.051360,3.2
2040881309,reauthored,0.9148,0.9148,0.045554,3.3
2040881309,reauth_ctrl,0.9130,0.9130,0.045892,3.2
2040932371,original,0.5467,0.5467,0.069403,3.1
2040932371,edited,0.6015,0.6015,0.069576,3.1
2040932371,reauthored,0.8724,0.8724,0.044838,3.3
2040932371,reauth_ctrl,0.8422,0.8422,0.044706,3.1
2041158058,original,0.0000,0.5064,0.056907,3.1
2041158058,edited,0.0000,0.4988,0.056990,3.1
2041158058,reauthored,0.5598,0.5598,0.045424,3.1
2041158058,reauth_ctrl,0.6381,0.6381,0.046769,3.1
2041470582_0585,original,0.0000,0.5019,0.058668,3.2
2041470582_0585,edited,0.0000,0.4987,0.059027,3.1
2041470582_0585,reauthored,0.7163,0.7163,0.045216,3.1
2041470582_0585,reauth_ctrl,0.7682,0.7682,0.045735,3.1
2041622670,original,0.5153,0.5249,0.050410,3.0
2041622670,edited,0.5329,0.5329,0.050520,3.1
2041622670,reauthored,0.8715,0.8715,0.044814,3.1
2041622670,reauth_ctrl,0.8642,0.8642,0.044571,3.2
2041724145,original,0.9876,0.9876,0.060382,3.1
2041724145,edited,0.9893,0.9893,0.061297,3.2
2041724145,reauthored,0.8775,0.8775,0.048773,3.1
2041724145,reauth_ctrl,0.9563,0.9563,0.047923,3.1
2041796464_2041796500,original,0.5564,0.5564,0.063064,3.1
2041796464_2041796500,edited,0.0000,0.5256,0.061286,3.2
2041796464_2041796500,reauthored,0.6368,0.6368,0.042262,3.1
2041796464_2041796500,reauth_ctrl,0.5969,0.5969,0.041124,3.1
2041818075,original,0.0000,0.4647,0.042694,3.1
2041818075,edited,0.0000,0.4572,0.042904,3.1
2041818075,reauthored,0.8590,0.8590,0.043626,3.1
2041818075,reauth_ctrl,0.9590,0.9590,0.044060,3.1
2041916748,original,0.5802,0.5802,0.065855,3.0
2041916748,edited,0.5918,0.5918,0.065453,3.0
2041916748,reauthored,0.9688,0.9688,0.053843,3.0
2041916748,reauth_ctrl,0.8026,0.8026,0.055511,3.0
2043206781_6783,original,0.0000,0.4760,0.077880,3.1
2043206781_6783,edited,0.0000,0.4949,0.078231,3.0
2043206781_6783,reauthored,0.9710,0.9710,0.045762,3.0
2043206781_6783,reauth_ctrl,0.9733,0.9733,0.050601,3.0
2043429012,original,0.5778,0.5778,0.048505,3.1
2043429012,edited,0.5743,0.5743,0.048450,3.0
2043429012,reauthored,0.9393,0.9393,0.045004,3.0
2043429012,reauth_ctrl,0.9393,0.9393,0.044979,3.0
2043790202_2043790203,original,0.0000,0.5406,0.068802,3.0
2043790202_2043790203,edited,0.0000,0.5398,0.068742,3.1
2043790202_2043790203,reauthored,0.9823,0.9823,0.047323,3.0
2043790202_2043790203,reauth_ctrl,0.9810,0.9810,0.047260,3.0
2045468000,original,0.7935,0.7935,0.053948,3.0
2045468000,edited,0.8027,0.8027,0.054180,3.0
2045468000,reauthored,0.9072,0.9072,0.045607,3.0
2045468000,reauth_ctrl,0.5954,0.5954,0.047262,3.0
2046007917_2046007918,original,0.9399,0.9399,0.074734,3.0
2046007917_2046007918,edited,0.9503,0.9503,0.074652,3.0
2046007917_2046007918,reauthored,0.7707,0.7707,0.047965,3.0
2046007917_2046007918,reauth_ctrl,0.7707,0.7707,0.047946,3.0
2046039536,original,0.5592,0.5592,0.050013,3.0
2046039536,edited,0.5618,0.5618,0.050169,3.0
2046039536,reauthored,0.7686,0.7686,0.048937,3.0
2046039536,reauth_ctrl,0.7485,0.7485,0.047290,3.1
2046287756_7758,original,0.5704,0.5704,0.053803,3.1
2046287756_7758,edited,0.5869,0.5869,0.053958,3.0
2046287756_7758,reauthored,0.0000,0.4559,0.043534,3.0
2046287756_7758,reauth_ctrl,0.0000,0.4270,0.042971,3.0
2046334702,original,0.0000,0.5151,0.052292,3.1
2046334702,edited,0.0000,0.5123,0.052430,3.0
2046334702,reauthored,0.8763,0.8763,0.047519,3.0
2046334702,reauth_ctrl,0.8763,0.8763,0.047546,3.2
2046546273_6274,original,0.5528,0.5528,0.047501,4.6
2046546273_6274,edited,0.5559,0.5559,0.047583,3.3
2046546273_6274,reauthored,0.9969,0.9969,0.054571,2.9
2046546273_6274,reauth_ctrl,0.9970,0.9970,0.054555,3.2
2046807556,original,0.0000,0.4490,0.055152,3.4
2046807556,edited,0.0000,0.4539,0.055049,3.0
2046807556,reauthored,0.9800,0.9800,0.054836,3.6
2046807556,reauth_ctrl,0.9891,0.9891,0.054911,3.5
2047579631,original,0.0000,0.5319,0.054555,3.5
2047579631,edited,0.0000,0.5128,0.054503,3.3
2047579631,reauthored,0.7827,0.7827,0.045713,5.8
2047579631,reauth_ctrl,0.9300,0.9300,0.047176,5.4
2047864938,original,0.0000,0.5221,0.081666,5.2
2047864938,edited,0.0000,0.4724,0.081503,3.9
2047864938,reauthored,0.7268,0.7268,0.046286,4.3
2047864938,reauth_ctrl,0.7941,0.7941,0.049145,4.0
2049004986,original,0.7953,0.7953,0.049796,3.4
2049004986,edited,0.8516,0.8516,0.049842,3.5
2049004986,reauthored,0.9366,0.9366,0.045576,3.7
2049004986,reauth_ctrl,0.9745,0.9745,0.046309,3.1
2049345925,original,0.0000,0.5224,0.061716,3.2
2049345925,edited,0.0000,0.5277,0.061766,3.2
2049345925,reauthored,0.7755,0.7755,0.044505,3.1
2049345925,reauth_ctrl,0.9184,0.9184,0.043569,3.2
2050282936,original,0.5997,0.5997,0.050184,3.2
2050282936,edited,0.6091,0.6091,0.050518,3.2
2050282936,reauthored,0.8954,0.8954,0.043935,3.2
2050282936,reauth_ctrl,0.8894,0.8894,0.043809,3.2
2050642989_2050642992,original,0.8184,0.8184,0.045061,3.1
2050642989_2050642992,edited,0.8238,0.8238,0.045148,3.1
2050642989_2050642992,reauthored,0.9753,0.9753,0.049600,3.1
2050642989_2050642992,reauth_ctrl,0.9703,0.9703,0.050234,3.0
2050755264,original,0.8323,0.8323,0.044087,3.1
2050755264,edited,0.8160,0.8160,0.044012,3.1
2050755264,reauthored,0.9472,0.9472,0.053364,3.1
2050755264,reauth_ctrl,0.9472,0.9472,0.052664,3.0
2050761995_2050761996,original,0.0000,0.5199,0.055417,3.1
2050761995_2050761996,edited,0.0000,0.5232,0.055651,3.1
2050761995_2050761996,reauthored,0.0000,0.5414,0.039653,3.0
2050761995_2050761996,reauth_ctrl,0.9856,0.9856,0.045312,3.0
2050861639,original,0.0000,0.4908,0.062791,3.0
2050861639,edited,0.0000,0.5199,0.063012,3.0
2050861639,reauthored,0.9548,0.9548,0.049670,3.0
2050861639,reauth_ctrl,0.9501,0.9501,0.049409,3.0
2050920925_2050920968,original,0.9200,0.9200,0.051622,3.0
2050920925_2050920968,edited,0.9197,0.9197,0.051975,3.0
2050920925_2050920968,reauthored,0.8729,0.8729,0.047151,3.0
2050920925_2050920968,reauth_ctrl,0.8144,0.8144,0.044016,3.1
2051028324,original,0.0000,0.5075,0.064525,3.1
2051028324,edited,0.0000,0.5289,0.065553,2.9
2051028324,reauthored,0.8254,0.8254,0.046860,3.0
2051028324,reauth_ctrl,0.7979,0.7979,0.046122,2.9
2051036948_6953,original,0.5396,0.5396,0.046610,2.9
2051036948_6953,edited,0.0000,0.5004,0.046878,2.9
2051036948_6953,reauthored,0.9288,0.9288,0.048382,3.0
2051036948_6953,reauth_ctrl,0.9288,0.9288,0.048320,3.0
2051519171_2051519173,original,0.5568,0.5568,0.079009,2.9
2051519171_2051519173,edited,0.5702,0.5702,0.079557,2.9
2051519171_2051519173,reauthored,0.8335,0.8335,0.043190,2.9
2051519171_2051519173,reauth_ctrl,0.8879,0.8879,0.047123,2.9
2051520556_2051520557,original,0.6255,0.6255,0.056065,3.1
2051520556_2051520557,edited,0.6684,0.6684,0.055890,3.3
2051520556_2051520557,reauthored,0.9958,0.9958,0.060276,3.2
2051520556_2051520557,reauth_ctrl,0.9952,0.9952,0.059469,3.3
2051524505_2051524506,original,0.8621,0.8621,0.065398,3.3
2051524505_2051524506,edited,0.8233,0.8233,0.065506,3.3
2051524505_2051524506,reauthored,0.9762,0.9762,0.060292,3.3
2051524505_2051524506,reauth_ctrl,0.9895,0.9895,0.059085,3.3
2051525962_2051525965,original,0.5441,0.5441,0.059390,3.3
2051525962_2051525965,edited,0.5467,0.5467,0.059497,3.3
2051525962_2051525965,reauthored,0.0000,0.4845,0.042827,3.2
2051525962_2051525965,reauth_ctrl,0.8960,0.8960,0.047843,3.3
2051530832,original,0.5520,0.5520,0.058823,3.2
2051530832,edited,0.5404,0.5404,0.058952,3.4
2051530832,reauthored,0.8960,0.8960,0.047950,3.2
2051530832,reauth_ctrl,0.9594,0.9594,0.050304,3.7
2051551816_2051551825,original,0.6271,0.6271,0.052725,2.9
2051551816_2051551825,edited,0.6729,0.6729,0.052461,2.9
2051551816_2051551825,reauthored,0.8621,0.8621,0.047473,3.0
2051551816_2051551825,reauth_ctrl,0.8546,0.8546,0.047172,2.9
2051554509_2051554512,original,0.0000,0.4575,0.063702,2.9
2051554509_2051554512,edited,0.0000,0.4711,0.063883,3.0
2051554509_2051554512,reauthored,0.9631,0.9631,0.050692,3.0
2051554509_2051554512,reauth_ctrl,0.9643,0.9643,0.051235,3.1
2051645686_2051645691,original,0.0000,0.4983,0.075893,2.9
2051645686_2051645691,edited,0.0000,0.5123,0.075682,3.0
2051645686_2051645691,reauthored,0.5558,0.5558,0.046639,2.9
2051645686_2051645691,reauth_ctrl,0.5815,0.5815,0.047306,2.9
2053464388_4389,original,0.0000,0.5050,0.052423,2.9
2053464388_4389,edited,0.0000,0.5016,0.052561,2.9
2053464388_4389,reauthored,0.8717,0.8717,0.046172,2.9
2053464388_4389,reauth_ctrl,0.8717,0.8717,0.046144,2.9
2053578305_2053578306,original,0.0000,0.5276,0.066720,2.9
2053578305_2053578306,edited,0.0000,0.5271,0.067157,2.9
2053578305_2053578306,reauthored,0.9987,0.9987,0.053896,2.9
2053578305_2053578306,reauth_ctrl,0.9988,0.9988,0.050167,2.9
2053584149_2053584153,original,0.5793,0.5793,0.056906,2.9
2053584149_2053584153,edited,0.5597,0.5597,0.056521,2.9
2053584149_2053584153,reauthored,0.5527,0.5527,0.041154,2.9
2053584149_2053584153,reauth_ctrl,0.9314,0.9314,0.050630,2.8
2054519026_2054519028,original,0.5469,0.5469,0.047589,2.8
2054519026_2054519028,edited,0.5648,0.5648,0.047613,2.9
2054519026_2054519028,reauthored,0.8553,0.8553,0.046934,2.9
2054519026_2054519028,reauth_ctrl,0.8553,0.8553,0.046934,2.9
2054527142,original,0.0000,0.5198,0.068135,2.8
2054527142,edited,0.0000,0.5152,0.068318,2.9
2054527142,reauthored,0.8635,0.8635,0.049682,3.0
2054527142,reauth_ctrl,0.9730,0.9730,0.054451,3.0
2054630175,original,0.5865,0.5865,0.056849,2.9
2054630175,edited,0.5834,0.5834,0.056863,2.9
2054630175,reauthored,0.6395,0.6395,0.044030,2.9
2054630175,reauth_ctrl,0.7847,0.7847,0.047925,2.8
2054772844_2054772846,original,0.5694,0.5694,0.064103,2.8
2054772844_2054772846,edited,0.5975,0.5975,0.063812,2.8
2054772844_2054772846,reauthored,0.8607,0.8607,0.046711,2.8
2054772844_2054772846,reauth_ctrl,0.8600,0.8600,0.046708,2.8
2055114663,original,0.5589,0.5589,0.053668,2.8
2055114663,edited,0.5572,0.5572,0.053827,2.9
2055114663,reauthored,0.9736,0.9736,0.049089,2.9
2055114663,reauth_ctrl,0.9955,0.9955,0.045100,2.9
2055401021,original,0.0000,0.5284,0.056742,2.8
2055401021,edited,0.0000,0.5134,0.056727,2.8
2055401021,reauthored,0.8303,0.8303,0.042688,2.8
2055401021,reauth_ctrl,0.9969,0.9969,0.045156,2.9
2055451449_2055451452,original,0.0000,0.5205,0.069840,3.1
2055451449_2055451452,edited,0.0000,0.4793,0.069728,2.8
2055451449_2055451452,reauthored,0.9952,0.9952,0.055584,2.8
2055451449_2055451452,reauth_ctrl,0.9953,0.9953,0.055572,2.8
2055593439_2055593442,original,0.5730,0.5730,0.053986,2.8
2055593439_2055593442,edited,0.5940,0.5940,0.054389,2.9
2055593439_2055593442,reauthored,0.7897,0.7897,0.044766,2.8
2055593439_2055593442,reauth_ctrl,0.8875,0.8875,0.047152,2.8
2055663697,original,0.0000,0.5508,0.044125,2.8
2055663697,edited,0.0000,0.5519,0.044055,2.8
2055663697,reauthored,0.9605,0.9605,0.046582,2.8
2055663697,reauth_ctrl,0.9878,0.9878,0.043570,2.8
2056744342,original,0.0000,0.5105,0.054783,2.8
2056744342,edited,0.5493,0.5493,0.054679,2.8
2056744342,reauthored,0.8663,0.8663,0.050797,3.1
2056744342,reauth_ctrl,0.8758,0.8758,0.048052,3.0
2057124602_4603,original,0.0000,0.5229,0.052747,2.9
2057124602_4603,edited,0.0000,0.5057,0.052489,2.9
2057124602_4603,reauthored,0.5615,0.5615,0.041887,2.9
2057124602_4603,reauth_ctrl,0.5974,0.5974,0.041998,2.9
2057125978_5979,original,0.0000,0.5246,0.059262,3.0
2057125978_5979,edited,0.0000,0.5331,0.059243,3.0
2057125978_5979,reauthored,0.7076,0.7076,0.042625,2.9
2057125978_5979,reauth_ctrl,0.7591,0.7591,0.043327,2.9
2057163885_2057163886,original,0.0000,0.5351,0.060956,2.9
2057163885_2057163886,edited,0.5411,0.5452,0.061189,3.0
2057163885_2057163886,reauthored,0.9895,0.9895,0.050188,2.9
2057163885_2057163886,reauth_ctrl,0.7217,0.7217,0.049428,3.1
2057322796_2837,original,0.5590,0.5590,0.046961,3.0
2057322796_2837,edited,0.0000,0.5433,0.046907,3.1
2057322796_2837,reauthored,0.7252,0.7252,0.049577,3.0
2057322796_2837,reauth_ctrl,0.7298,0.7298,0.049920,3.0
2057390256_2057390263,original,0.0000,0.5039,0.062262,2.9
2057390256_2057390263,edited,0.0000,0.4859,0.062598,2.8
2057390256_2057390263,reauthored,0.7841,0.7841,0.046516,2.8
2057390256_2057390263,reauth_ctrl,0.7761,0.7761,0.046369,2.8
2057402474_2057402475,original,0.5279,0.5279,0.058551,2.8
2057402474_2057402475,edited,0.0000,0.5249,0.058272,2.8
2057402474_2057402475,reauthored,0.5221,0.5291,0.045943,2.8
2057402474_2057402475,reauth_ctrl,0.7574,0.7574,0.047588,2.8
2057405864_2057405865,original,0.0000,0.4602,0.051451,2.8
2057405864_2057405865,edited,0.0000,0.4562,0.050908,2.8
2057405864_2057405865,reauthored,0.8060,0.8060,0.045982,2.9
2057405864_2057405865,reauth_ctrl,0.8513,0.8513,0.049080,2.8
2057406820,original,0.0000,0.5570,0.058320,2.9
2057406820,edited,0.0000,0.5558,0.058560,2.8
2057406820,reauthored,0.9472,0.9472,0.053854,2.8
2057406820,reauth_ctrl,0.9666,0.9666,0.055021,2.8
2057407554,original,0.0000,0.5438,0.050644,2.8
2057407554,edited,0.0000,0.5073,0.051238,2.8
2057407554,reauthored,0.9816,0.9816,0.049283,2.8
2057407554,reauth_ctrl,0.9791,0.9791,0.048060,2.8
2057416318_2057416322,original,0.0000,0.5025,0.064738,2.8
2057416318_2057416322,edited,0.0000,0.5033,0.064861,2.8
2057416318_2057416322,reauthored,0.5684,0.5684,0.045258,2.8
2057416318_2057416322,reauth_ctrl,0.5953,0.5953,0.045997,2.8
2057417804_2057417805,original,0.0000,0.5047,0.064716,2.8
2057417804_2057417805,edited,0.0000,0.5027,0.065608,2.8
2057417804_2057417805,reauthored,0.0000,0.4584,0.043477,2.7
2057417804_2057417805,reauth_ctrl,0.0000,0.4607,0.042362,2.8
2057420601_2057420603,original,0.0000,0.4536,0.070042,2.8
2057420601_2057420603,edited,0.0000,0.4745,0.069968,2.8
2057420601_2057420603,reauthored,0.9011,0.9011,0.048799,2.8
2057420601_2057420603,reauth_ctrl,0.9163,0.9163,0.048716,3.0
2057423888_2057423890,original,0.0000,0.4936,0.070042,2.7
2057423888_2057423890,edited,0.0000,0.4897,0.070358,2.7
2057423888_2057423890,reauthored,0.9982,0.9982,0.058450,2.8
2057423888_2057423890,reauth_ctrl,0.7782,0.7782,0.051128,2.8
2057424307_2057424308,original,0.0000,0.5350,0.068281,2.7
2057424307_2057424308,edited,0.5636,0.5636,0.068354,2.8
2057424307_2057424308,reauthored,0.9903,0.9903,0.048634,2.7
2057424307_2057424308,reauth_ctrl,0.9899,0.9899,0.048783,2.7
2057429888,original,0.0000,0.3887,0.063720,2.8
2057429888,edited,0.0000,0.4720,0.064299,2.7
2057429888,reauthored,0.9966,0.9966,0.064198,2.8
2057429888,reauth_ctrl,0.9947,0.9947,0.059468,2.7
2057442743_2057442745,original,0.5314,0.5314,0.068917,2.7
2057442743_2057442745,edited,0.0000,0.5036,0.068924,2.7
2057442743_2057442745,reauthored,0.9838,0.9838,0.047464,2.7
2057442743_2057442745,reauth_ctrl,0.6112,0.6112,0.049262,2.7
2057443691_2057443693,original,0.0000,0.4847,0.054587,2.7
2057443691_2057443693,edited,0.0000,0.4761,0.055006,2.7
2057443691_2057443693,reauthored,0.8358,0.8358,0.044475,2.7
2057443691_2057443693,reauth_ctrl,0.8528,0.8528,0.044804,2.8
2057460208_2057460210,original,0.5443,0.5443,0.058219,2.8
2057460208_2057460210,edited,0.0000,0.5437,0.058465,2.8
2057460208_2057460210,reauthored,0.9974,0.9974,0.046251,2.7
2057460208_2057460210,reauth_ctrl,0.8770,0.8770,0.045880,2.8
2057465568_2057465577,original,0.5803,0.5803,0.053559,2.7
2057465568_2057465577,edited,0.5818,0.5818,0.053645,2.9
2057465568_2057465577,reauthored,0.8629,0.8629,0.047649,2.8
2057465568_2057465577,reauth_ctrl,0.8603,0.8603,0.046083,2.8
2057466823_2057466824,original,0.0000,0.4826,0.065604,2.7
2057466823_2057466824,edited,0.0000,0.4832,0.065080,2.7
2057466823_2057466824,reauthored,0.9524,0.9524,0.053645,2.8
2057466823_2057466824,reauth_ctrl,0.9185,0.9185,0.054845,2.8
2057467166_2057467167,original,0.0000,0.5212,0.065625,2.7
2057467166_2057467167,edited,0.0000,0.5146,0.065829,2.7
2057467166_2057467167,reauthored,0.9897,0.9897,0.048592,2.8
2057467166_2057467167,reauth_ctrl,0.8754,0.8754,0.044346,2.7
2057467409_2057467410,original,0.0000,0.4350,0.056799,2.7
2057467409_2057467410,edited,0.0000,0.4451,0.056943,2.7
2057467409_2057467410,reauthored,0.8438,0.8438,0.045940,2.8
2057467409_2057467410,reauth_ctrl,0.8438,0.8438,0.046205,2.7
2057468636_2057468640,original,0.0000,0.5276,0.083719,2.8
2057468636_2057468640,edited,0.5246,0.5438,0.083523,2.9
2057468636_2057468640,reauthored,0.6273,0.6273,0.042503,3.0
2057468636_2057468640,reauth_ctrl,0.5985,0.5985,0.042596,2.8
2057469141_2057469144,original,0.0000,0.4490,0.056088,2.9
2057469141_2057469144,edited,0.0000,0.4710,0.056124,2.9
2057469141_2057469144,reauthored,0.7981,0.7981,0.050097,2.9
2057469141_2057469144,reauth_ctrl,0.5828,0.5828,0.051887,2.8
2057470208_2057470210,original,0.0000,0.5055,0.068620,2.8
2057470208_2057470210,edited,0.0000,0.5094,0.068944,2.9
2057470208_2057470210,reauthored,0.5737,0.5737,0.047741,2.8
2057470208_2057470210,reauth_ctrl,0.6495,0.6495,0.046803,2.8
2057478396_2057478405,original,0.5333,0.5333,0.051040,2.8
2057478396_2057478405,edited,0.5621,0.5621,0.050961,2.8
2057478396_2057478405,reauthored,0.9807,0.9807,0.046413,2.8
2057478396_2057478405,reauth_ctrl,0.9875,0.9875,0.044029,2.9
2057480458_2057480467,original,0.5669,0.5669,0.054421,2.8
